timestamp,battery_id,test_type,voltage,current,temperature,capacity,retention_rate,cycle_number,status,duration_minutes
2025-06-02 13:24:00,BAT_008,impedance,3.393,1.837,34.0,2170.9,75.2,273,pass,47
2025-07-29 11:56:00,BAT_010,cycle,3.624,2.601,21.9,2704.5,77.36,325,pass,32
2025-07-18 13:22:00,BAT_008,cycle,3.326,1.796,23.1,2988.0,86.71,108,pass,57
2025-06-30 18:16:00,BAT_009,charge,4.19,0.981,26.4,2776.9,95.36,139,pending,99
2025-07-19 04:42:00,BAT_018,cycle,3.271,1.496,26.7,2612.8,85.16,350,pass,178
2025-06-10 15:04:00,BAT_003,charge,3.568,1.065,28.3,2619.0,72.43,271,pass,57
2025-06-24 12:17:00,BAT_015,discharge,3.739,1.824,35.1,,85.56,347,pass,83
2025-07-08 08:25:00,BAT_011,cycle,4.132,2.009,24.1,2651.8,91.57,419,pass,94
2025-06-16 16:47:00,BAT_014,discharge,3.269,2.838,21.0,2556.2,77.12,289,pass,129
2025-06-25 07:40:00,BAT_007,charge,4.049,2.163,18.1,2520.8,80.93,212,pass,50
2025-07-30 14:38:00,BAT_019,impedance,3.703,1.89,21.3,2487.5,82.12,381,pass,42
2025-07-01 11:04:00,BAT_013,cycle,3.406,2.415,24.8,2349.2,75.72,272,pass,86
2025-07-17 15:15:00,BAT_001,charge,3.839,0.894,34.0,2443.9,87.19,418,pass,78
2025-06-26 17:16:00,BAT_014,impedance,3.76,2.118,22.4,2161.4,81.03,66,pass,147
2025-06-13 14:42:00,BAT_012,impedance,3.52,2.385,26.1,2480.3,85.36,483,pass,83
2025-06-15 12:16:00,BAT_011,discharge,3.721,1.261,24.9,2302.3,74.9,424,pass,167
2025-07-11 16:02:00,BAT_020,charge,3.584,2.572,30.9,2279.3,78.5,248,pass,82
2025-07-08 13:58:00,BAT_015,impedance,3.734,2.169,37.6,2536.0,87.78,156,pending,73
2025-06-01 15:58:00,BAT_007,cycle,3.899,1.792,22.3,2778.4,79.02,47,pass,76
2025-06-17 10:19:00,BAT_008,cycle,4.176,2.316,22.6,2683.7,95.82,423,pass,82
2025-07-23 01:51:00,BAT_005,discharge,3.329,3.135,30.2,,78.8,454,pass,103
2025-06-09 08:47:00,BAT_011,impedance,4.34,2.091,28.4,,83.8,201,pass,75
2025-07-21 09:59:00,BAT_011,charge,3.114,2.124,34.2,2688.2,89.46,148,pass,42
2025-06-08 07:48:00,BAT_012,cycle,3.654,1.77,27.9,2303.5,70.65,124,pass,131
2025-07-07 10:58:00,BAT_009,impedance,3.876,1.575,23.2,2455.1,67.91,1,pending,53
2025-07-22 19:23:00,BAT_007,impedance,3.784,2.415,28.0,2610.0,69.79,456,pass,31
2025-07-04 11:32:00,BAT_012,discharge,3.513,1.572,30.5,2306.3,92.1,247,pass,110
2025-07-19 22:09:00,BAT_017,cycle,3.638,2.036,29.1,2521.1,77.59,343,pass,129
2025-07-12 07:42:00,BAT_018,cycle,3.552,1.761,27.5,2233.2,102.47,128,pass,171
2025-07-14 16:14:00,BAT_003,charge,3.523,2.239,30.3,2379.7,77.49,191,pass,167
2025-06-26 23:30:00,BAT_005,cycle,3.955,2.167,30.8,2564.0,83.48,67,pass,160
2025-06-15 15:04:00,BAT_003,charge,3.807,2.519,31.9,2181.4,94.34,4,fail,140
2025-06-06 08:44:00,BAT_020,cycle,3.492,1.745,28.2,2588.1,98.05,442,pass,131
2025-06-12 20:59:00,BAT_018,discharge,3.97,1.865,24.2,2496.1,98.49,409,pass,46
2025-06-21 11:39:00,BAT_003,cycle,3.792,1.511,25.7,2610.5,91.67,303,pending,41
2025-07-30 11:46:00,BAT_016,charge,3.944,1.778,31.0,2544.8,90.19,294,pass,145
2025-06-07 14:01:00,BAT_008,charge,3.889,2.189,20.9,2772.8,86.74,143,pending,53
2025-07-18 12:27:00,BAT_002,discharge,3.451,2.378,,2525.0,88.23,191,pass,58
2025-07-23 14:53:00,BAT_008,cycle,3.532,1.539,23.0,2414.1,77.59,21,pending,151
2025-07-11 17:17:00,BAT_008,cycle,3.924,2.435,25.1,2524.5,75.45,227,pass,119
2025-07-19 19:18:00,BAT_011,discharge,3.883,2.678,31.4,2608.7,81.97,313,fail,94
2025-06-29 17:04:00,BAT_001,cycle,3.694,2.207,26.0,2509.8,80.64,117,pending,113
2025-06-15 17:30:00,BAT_015,cycle,3.735,2.938,25.2,2508.1,78.37,437,pass,148
2025-07-01 12:46:00,BAT_015,charge,4.083,1.613,18.2,2359.6,87.57,302,pending,45
2025-07-27 19:40:00,BAT_008,cycle,3.523,1.378,28.7,2367.4,89.64,142,pass,133
2025-06-18 15:13:00,BAT_008,cycle,3.864,1.111,28.2,2219.5,82.71,484,pass,121
2025-07-14 14:00:00,BAT_009,discharge,3.639,2.748,35.8,2849.9,93.82,460,pass,56
2025-07-09 03:01:00,BAT_004,discharge,3.635,2.327,23.5,2251.2,72.87,401,pass,163
2025-06-02 10:12:00,BAT_010,impedance,4.03,1.972,26.1,2361.4,80.45,39,pass,164
2025-06-08 05:48:00,BAT_006,charge,3.948,2.14,26.2,2356.3,76.27,393,pass,62
2025-06-18 10:59:00,BAT_003,cycle,3.944,1.437,32.9,2679.0,67.07,355,pass,84
2025-06-13 15:07:00,BAT_002,cycle,4.092,3.223,24.5,2441.0,81.34,252,fail,36
2025-06-18 16:20:00,BAT_003,impedance,3.706,2.065,26.4,2749.5,81.03,333,fail,86
2025-06-30 08:17:00,BAT_012,cycle,3.905,2.055,28.0,2365.3,94.11,207,pass,155
2025-06-19 14:19:00,BAT_020,charge,3.607,2.363,25.9,2555.8,87.05,210,pass,41
2025-07-12 10:00:00,BAT_006,impedance,3.797,2.241,22.8,2332.9,73.81,115,pass,45
2025-07-31 13:23:00,BAT_011,charge,3.661,2.112,26.0,2929.0,96.83,225,pass,72
2025-07-24 14:13:00,BAT_001,impedance,3.729,1.605,30.4,2262.5,91.77,134,pass,146
2025-07-28 11:10:00,BAT_003,impedance,3.879,2.236,19.9,2562.0,86.66,251,pass,164
2025-07-10 10:02:00,BAT_020,discharge,3.455,2.941,25.7,2626.8,80.19,219,pass,140
2025-06-04 15:51:00,BAT_008,charge,4.328,2.673,21.5,2582.8,74.32,407,pending,80
2025-07-12 15:27:00,BAT_016,cycle,3.398,2.797,31.0,2462.9,79.02,443,pass,104
2025-07-29 09:23:00,BAT_020,cycle,3.336,1.744,17.4,2474.0,90.71,91,pass,37
2025-06-07 12:12:00,BAT_001,charge,4.047,1.505,22.2,2508.8,97.08,354,pass,74
2025-07-11 15:52:00,BAT_005,cycle,3.937,1.937,26.9,2470.6,94.35,376,pass,88
2025-06-20 15:31:00,BAT_007,cycle,3.887,2.028,32.8,2692.8,78.09,46,pass,161
2025-06-04 09:03:00,BAT_012,charge,3.889,2.547,24.7,,73.04,38,pass,133
2025-07-25 11:56:00,BAT_020,impedance,3.696,1.154,22.2,2388.5,83.13,142,pass,127
2025-06-19 00:03:00,BAT_004,charge,3.431,2.765,34.4,2226.0,67.85,100,pass,108
2025-07-04 10:28:00,BAT_011,impedance,3.723,1.921,17.8,2482.3,84.59,328,pending,153
2025-06-28 10:31:00,BAT_011,cycle,3.497,1.787,14.0,3015.9,80.82,190,pending,33
2025-07-08 09:04:00,BAT_002,cycle,3.993,1.494,27.2,2339.3,78.27,35,pass,119
2025-07-08 17:58:00,BAT_013,cycle,3.656,1.173,22.5,2827.8,69.24,147,pass,133
2025-07-06 15:14:00,BAT_010,discharge,3.452,2.412,19.9,2835.5,86.11,30,pass,166
2025-07-13 18:32:00,BAT_015,impedance,3.604,2.037,28.5,2389.3,77.74,334,pass,148
2025-06-05 06:46:00,BAT_001,discharge,3.824,1.355,26.2,2613.8,72.64,84,pass,162
2025-06-12 09:04:00,BAT_001,discharge,3.531,1.352,22.2,2825.7,59.02,369,pass,85
2025-07-07 11:28:00,BAT_006,charge,3.453,1.832,18.6,2424.2,81.78,281,pass,125
2025-06-23 09:32:00,BAT_017,discharge,3.773,2.835,29.4,2459.3,96.18,424,pass,104
2025-06-21 15:02:00,BAT_012,charge,3.773,1.87,28.3,2383.7,95.29,344,pass,172
2025-06-23 15:06:00,BAT_020,charge,3.548,1.248,24.5,2297.0,78.34,270,pending,61
2025-06-15 11:32:00,BAT_010,discharge,3.559,1.877,34.2,2370.1,77.18,154,pending,57
2025-06-29 10:08:00,BAT_011,impedance,3.77,1.864,19.6,2255.2,85.75,102,fail,51
2025-06-03 17:19:00,BAT_005,impedance,3.266,0.652,17.4,2506.8,74.01,215,pass,46
2025-07-01 00:36:00,BAT_006,impedance,3.278,1.973,21.5,2346.0,84.41,150,pending,88
2025-06-03 14:06:00,BAT_007,impedance,3.484,1.885,24.8,2546.8,88.13,432,pass,119
2025-07-14 02:58:00,BAT_001,impedance,3.636,2.348,26.2,2188.8,91.82,83,fail,135
2025-07-15 07:11:00,BAT_013,discharge,3.793,2.924,23.8,2566.2,81.2,110,pass,55
2025-07-27 11:28:00,BAT_003,discharge,4.143,2.563,26.8,2666.7,80.37,435,fail,54
2025-06-07 14:03:00,BAT_016,cycle,3.957,1.866,18.7,2101.3,74.98,387,pass,167
2025-06-09 17:46:00,BAT_006,impedance,3.652,1.447,32.2,2574.8,75.38,426,pending,74
2025-06-11 15:04:00,BAT_001,discharge,3.694,3.287,24.6,2745.5,80.19,275,pending,112
2025-06-09 13:23:00,BAT_018,cycle,3.399,2.03,,2258.1,84.94,201,pass,40
2025-06-25 18:43:00,BAT_014,impedance,3.694,2.007,26.7,2834.5,89.31,284,pass,133
2025-07-21 12:42:00,BAT_010,charge,3.613,1.988,27.3,2583.8,75.57,468,pending,97
2025-06-24 14:10:00,BAT_003,cycle,3.797,2.099,,2359.0,93.94,173,pass,124
2025-07-10 10:25:00,BAT_008,discharge,3.452,1.928,27.2,2488.8,79.83,327,pending,94
2025-06-27 06:25:00,BAT_005,charge,3.856,1.713,,2611.7,81.83,206,pass,78
2025-07-05 14:23:00,BAT_004,charge,4.16,1.727,31.6,2515.2,76.02,63,pass,81
2025-06-10 12:56:00,BAT_011,charge,3.667,1.984,26.0,2607.8,62.61,73,pass,131
2025-06-02 08:44:00,BAT_010,cycle,3.821,1.728,28.5,2315.9,89.07,251,pass,86
2025-07-28 16:12:00,BAT_003,discharge,3.907,1.644,24.6,2533.9,87.89,124,fail,76
2025-07-18 15:25:00,BAT_020,charge,3.58,2.053,32.2,2217.3,79.75,375,pass,55
2025-06-12 10:09:00,BAT_014,impedance,3.767,1.873,21.6,2477.8,82.54,121,pass,143
2025-06-19 11:57:00,BAT_004,charge,3.704,2.752,34.0,2319.2,86.13,275,pass,34
2025-07-28 10:07:00,BAT_003,charge,3.729,0.675,24.8,,69.5,431,pass,113
2025-07-26 06:54:00,BAT_018,cycle,3.468,2.546,17.8,2747.2,77.77,398,pending,81
2025-07-31 10:35:00,BAT_017,cycle,3.707,2.623,25.6,2718.3,88.35,120,pending,134
2025-07-11 13:35:00,BAT_006,discharge,3.849,0.963,21.6,2621.8,71.97,422,pass,83
2025-07-10 13:27:00,BAT_019,impedance,4.135,1.829,29.2,2281.5,84.35,437,fail,44
2025-07-03 08:26:00,BAT_009,cycle,3.988,1.814,21.7,2436.7,71.15,317,fail,90
2025-06-12 17:42:00,BAT_011,charge,4.346,1.296,22.8,2742.6,85.73,164,pass,151
2025-06-22 08:31:00,BAT_005,discharge,3.47,1.611,15.6,2528.3,81.71,424,pending,50
2025-06-27 11:38:00,BAT_012,charge,3.962,1.445,22.7,2963.9,69.08,465,pass,75
2025-07-09 14:54:00,BAT_020,charge,3.755,2.876,12.9,2578.7,91.32,286,pass,163
2025-07-29 16:42:00,BAT_002,cycle,4.357,2.468,17.1,2538.4,76.12,265,pending,67
2025-07-09 11:50:00,BAT_011,discharge,3.458,2.636,28.8,2438.2,75.52,320,pass,91
2025-07-19 16:47:00,BAT_019,impedance,3.448,2.361,28.9,2526.7,83.6,161,fail,115
2025-07-01 15:13:00,BAT_004,impedance,3.52,1.435,27.1,2469.5,91.19,376,pending,107
2025-06-14 08:14:00,BAT_001,cycle,3.063,1.738,20.2,2641.6,73.87,308,pass,75
2025-07-22 20:01:00,BAT_002,cycle,3.542,2.245,24.8,2691.3,82.49,89,pending,170
2025-07-25 20:02:00,BAT_017,discharge,3.472,1.389,25.0,2342.8,85.43,142,pass,32
2025-06-18 08:59:00,BAT_012,impedance,3.745,2.356,19.2,2233.8,87.54,203,pass,35
2025-07-08 07:13:00,BAT_011,impedance,3.803,1.88,,2132.8,83.41,309,pass,122
2025-07-15 16:10:00,BAT_009,impedance,4.263,1.813,29.4,2601.6,79.06,227,pending,37
2025-07-01 11:03:00,BAT_012,charge,3.985,2.355,23.9,2279.3,75.38,489,pass,137
2025-06-28 14:47:00,BAT_017,impedance,3.527,2.222,25.1,2069.4,82.69,443,pass,104
2025-06-02 17:53:00,BAT_001,charge,3.43,1.82,26.0,2577.7,73.42,334,pass,106
2025-06-25 15:30:00,BAT_010,discharge,3.848,2.58,14.8,2998.6,58.63,222,fail,79
2025-07-02 10:53:00,BAT_001,charge,3.304,1.459,23.8,2498.8,85.49,41,pass,40
2025-06-27 11:41:00,BAT_013,discharge,4.249,2.308,21.6,2667.7,89.23,196,pass,124
2025-06-15 09:05:00,BAT_011,impedance,4.054,2.297,20.0,2516.4,63.1,68,pass,99
2025-07-07 16:01:00,BAT_017,impedance,3.559,1.845,23.6,2480.2,73.92,476,pass,45
2025-07-15 15:00:00,BAT_007,discharge,3.186,2.163,34.0,2683.8,86.95,264,fail,97
2025-06-19 18:39:00,BAT_002,cycle,4.106,1.374,28.2,2441.9,98.46,2,pass,128
2025-07-30 10:47:00,BAT_013,discharge,3.666,2.462,,2553.5,82.17,361,pass,77
2025-06-07 08:19:00,BAT_010,cycle,4.071,1.908,27.9,2564.3,76.18,125,pending,93
2025-06-28 14:23:00,BAT_002,charge,3.222,1.739,32.0,2366.4,80.54,110,pass,119
2025-06-29 17:56:00,BAT_016,charge,3.52,2.525,29.6,2698.4,93.0,86,pending,105
2025-07-27 01:21:00,BAT_009,charge,3.702,1.648,25.3,2465.0,76.83,425,pass,168
2025-07-03 14:41:00,BAT_019,impedance,3.714,1.296,21.8,2348.9,75.61,120,fail,130
2025-06-16 10:21:00,BAT_014,charge,3.565,1.222,28.5,2607.3,78.14,127,pass,118
2025-06-06 14:56:00,BAT_019,cycle,3.887,2.303,27.0,2320.3,74.37,255,pass,47
2025-06-08 06:23:00,BAT_002,charge,3.38,1.36,29.5,2505.6,82.98,183,fail,48
2025-07-12 16:04:00,BAT_007,discharge,3.657,2.877,28.2,2498.2,95.0,16,fail,84
2025-07-21 07:04:00,BAT_018,discharge,3.736,0.959,30.2,2717.2,84.58,477,fail,131
2025-06-26 10:13:00,BAT_010,impedance,3.854,2.848,22.3,2594.9,79.98,62,pass,147
2025-06-29 17:40:00,BAT_007,discharge,3.913,2.106,31.6,2495.0,79.67,369,fail,163
2025-06-15 07:27:00,BAT_006,cycle,3.363,1.952,26.0,2663.6,69.49,432,fail,33
2025-07-03 09:14:00,BAT_014,charge,3.24,1.728,,2778.0,89.06,158,pass,137
2025-07-28 12:35:00,BAT_006,impedance,4.083,2.2,21.6,2611.6,81.38,268,fail,144
